cod_bem,item,data_aquisicao,descricao,patrimonio,num_serie,status,valor_aquisicao,cod_produto,marca,serie,dt_calibracao,dt_vencimento
A000000172,0001,2010-05-01,BOMBA DE SERINGA ASENA PK-ALARIS,BI0261,135045021,Em Uso,0.0,PK_AT,ALARIS,,2023-12-20 00:00:00,2024-12-20
A000000173,0001,2010-05-01,BOMBA DE INFUSAO VOLUMETRICA DI-4000,BI01150,DI40SKDGCC128,Em Uso,0.0,DI4000BIVBR_AT1,DAIWHA,,2026-05-26 00:00:00,2027-05-26
A000000174,0001,2010-05-01,VIDEO COLONOSCOPIO,END0373,A112204,Em Uso,0.0,EC-3890LI,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000175,0001,2010-05-01,PRISMA VENT50 COM BATERIA WM120,OXT0715,34005169,Em Uso,0.0,WM30650-1110_AT,LOWENSTEIN MEDICAL,,2023-01-10 00:00:00,2024-01-10
A000000176,0001,2010-05-01,CARRINHO DE EMERGENCIA LANCO C/ SUPORTE DE SORO,CR0013,126259,Em Uso,0.0,LT3370,LANCO,,2025-05-30 00:00:00,2026-05-30
A000000177,0001,2010-05-01,MONITOR DE GRAU MEDICO,END0088,7925168,Em Uso,0.0,OEV-191H,OLYMPUS,,2023-09-02 00:00:00,2024-09-01
A000000178,0001,2010-05-01,INCUBADORA NEONATAL 1186 127V FANEM,IN0103,CL4091,Em Uso,0.0,A1186A,FANEM,,2024-09-20 00:00:00,2025-09-20
A000000179,0001,2010-05-01,PRISMA VENT50C,OXT1258,34012460.,Em Uso,0.0,WM30690-1110_AT,LOWENSTEIN MEDICAL,,2024-09-20 00:00:00,2025-09-20
A000000180,0001,2010-05-01,VIDEO GASTROSCOPIO,END0387,A110852,Em Uso,0.0,EG-2990K,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000181,0001,2010-05-01,INCUBADORA NEONATAL 1186 127V FANEM,IN0085,CL4082,Em Uso,0.0,A1186A,FANEM,,2025-04-17 00:00:00,2026-04-17
A000000182,0001,2010-05-01,BOMBA DE SERINGA ASENA PK-ALARIS,BI2101,135045035,Em Uso,0.0,PK,ALARIS,,2024-04-25 00:00:00,2025-04-25
A000000183,0001,2010-05-01,OXIMETRO DE PULSO NELLCOR,OX0032,00827641,Em Uso,0.0,NPB-295,NELLCOR,,2024-02-16 00:00:00,2025-02-15
A000000184,0001,2010-05-01,CENTRAL DE MONITORACAO MINDRAY,CM0002,AF-3B101396,Em Uso,0.0,HYPERVISOR-VI,MINDRAY,,2050-01-01 00:00:00,2050-01-01
A000000185,0001,2010-05-01,CENTRAL DE MONITORACAO MINDRAY,CM0004,AF-3B101398,Em Uso,0.0,HYPERVISOR-VI,MINDRAY,,2050-01-01 00:00:00,2050-01-01
A000000186,0001,2010-05-01,CENTRAL DE MONITORACAO MINDRAY,CM0005,AF-3B101399,Em Uso,0.0,HYPERVISOR-VI,MINDRAY,,2050-01-01 00:00:00,2050-01-01
A000000187,0001,2010-05-01,OXIMETRO DE PULSO NELLCOR,OX0035,01843375,Em Uso,0.0,NPB-295,NELLCOR,,2024-02-22 00:00:00,2025-02-22
A000000188,0001,2010-05-01,MONITOR MULTIP TELA 12.1 ECG SPO2 PNI MINDRAY PIC,MC0302,EV-3C009310,Em Uso,0.0,6915_AT,MINDRAY,,2024-10-17 00:00:00,2025-10-17
A000000189,0001,2010-05-01,MONITOR MULTIP TELA 12.1 ECG SPO2 PNI MINDRAY PIC,MC0304,EV-3C009427,Em Uso,0.0,6915_AT,MINDRAY,,2026-01-08 00:00:00,2027-01-08
A000000190,0001,2010-05-01,MONITOR MULTIP TELA 12.1 ECG SPO2 PNI MINDRAY PIC,MC0301,EV-3C009433,Em Uso,0.0,6915_AT,MINDRAY,,2023-12-15 00:00:00,2024-12-15
A000000191,0001,2010-05-01,MONITOR MULTIP TELA 12.1 ECG SPO2 PNI MINDRAY PIC,MC0129,EV-3C009435,Em Uso,0.0,6915_AT,MINDRAY,,2026-03-31 00:00:00,2027-03-31
A000000192,0001,2010-05-01,MONITOR MULTIP TELA 12.1 ECG SPO2 PNI MINDRAY PIC,MC0150,EV-3C009544,Em Uso,0.0,6915_AT,MINDRAY,,2025-01-27 00:00:00,2026-01-27
A000000193,0001,2010-05-01,"MONITOR NDS 19"" - HDRADIANCE",END0220,05-52841,Em Uso,0.0,SC-SX19A1A11,PENTAX,,,
A000000194,0001,2010-05-01,"MONITOR NDS 19"" - HDRADIANCE",END0311,05-53405,Em Uso,0.0,SC-SX19A1A11,NDS,,,
A000000195,0001,2010-05-01,INCUBADORA NEONATAL 1186 127V FANEM,IN0080,CL4089,Em Uso,0.0,A1186A,FANEM,,2024-11-29 00:00:00,2025-11-29
A000000196,0001,2010-05-01,FOTOTERAPIA BILITRON 3006BTP FANEM,FT0037,GAG76435,Em Uso,0.0,3006BTP,FANEM,,2024-01-30 00:00:00,2025-01-29
A000000197,0001,2010-05-01,MESA CIRURGICA  MOTORIZADA BF683 TD,MS0005,0085390814,Em Uso,0.0,BF683 TD,BARFAB,,2030-01-01 00:00:00,2031-01-01
A000000198,0001,2010-05-01,MESA CIRURGICA  MOTORIZADA BF683 TD,MS0020,0114630418,Em Uso,0.0,BF683 TD,BARFAB,,2025-10-09 00:00:00,2026-10-09
A000000199,0001,2010-05-01,PRISMA VENT30-C COM BATERIA WM 110 TD,OXT3010,32028075,Em Uso,0.0,WM29370-1110AT1,LOWENSTEIN MEDICAL,,2023-09-22 00:00:00,2024-09-21
A000000201,0001,2010-05-01,INCUBADORA NEONATAL 1186 127V FANEM,IN0087,CL4092,Em Uso,0.0,A1186A,FANEM,,2025-11-10 00:00:00,2026-11-10
A000000202,0001,2010-05-01,CARDIOVERSOR MINDRAY BIFASICO,CV0075,DG-06001039,Em Uso,0.0,BENEHEART-D6,MINDRAY,,2025-12-02 00:00:00,2026-12-02
A000000203,0001,2010-05-01,MONITOR MULTIP TELA 12.1 ECG SPO2 PNI MINDRAY PIC,MC0300,EV-48013452,Em Uso,0.0,6915_AT,MINDRAY,,2026-06-18 00:00:00,2027-06-18
A000000204,0001,2010-05-01,CPAP SLEEPCUBE PLUS DEVILBISS,OXT0508,JB001872,Em Uso,0.0,DV53BR_AT,DEVILBISS,,2022-04-05 00:00:00,2023-04-05
A000000205,0001,2010-05-01,BERCO AQUECIDO AMPLA 2085 110V MONITOR LED,BA0023,YAL042981,Em Uso,0.0,004099700,FANEM,,2026-05-15 00:00:00,2027-05-15
A000000206,0001,2010-05-01,VENTILADOR E360BR COM ACESSORIOS,VP0330,B10360050461,Em Uso,0.0,E360BR_AT1,RTC,,2025-04-01 00:00:00,2026-04-01
A000000207,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0879,E360A1111116,Em Uso,0.0,E360BR,NEWPORT,,2025-04-10 00:00:00,2026-04-10
A000000208,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0800,N10361217530,Em Uso,0.0,E360BR,NEWPORT,,2026-06-17 00:00:00,2027-06-17
A000000209,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0347,B09360040316,Em Uso,0.0,E360BR,NEWPORT,,2026-03-20 00:00:00,2027-03-20
A000000210,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0455,B10360616424,Em Uso,0.0,E360BR,NEWPORT,,2025-09-04 00:00:00,2026-09-04
A000000211,0001,2010-05-01,FONTE DE LUZ,END0017,UB010441,Em Uso,0.0,LH-150PC,PENTAX,,2026-12-02 00:00:00,2027-12-02
A000000212,0001,2010-05-01,FONTE DE LUZ,END0219,UB010696,Em Uso,0.0,LH-150PC,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000213,0001,2010-05-01,VIDEO COLONOSCOPIO,END0374,A110814,Em Uso,0.0,EC-3890LK,PENTAX,,2050-01-01 00:00:00,2050-01-01
A000000214,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0440,B10360616405,Em Uso,0.0,E360BR,NEWPORT,,2026-04-29 00:00:00,2027-04-29
A000000215,0001,2010-05-01,CARDIOVERSOR MINDRAY BIFASICO,CV0159,DG-06001037,Em Uso,0.0,BENEHEART-D6,MINDRAY,,2024-12-12 00:00:00,2025-12-12
A000000216,0001,2010-05-01,VIDEO PROCESSADORA,END0084,UA010222,Em Uso,0.0,EPK-I,PENTAX,,2025-08-22 00:00:00,2026-08-22
A000000217,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0119,B09360040299,Em Uso,0.0,E360BR,NEWPORT,,2025-03-25 00:00:00,2026-03-25
A000000218,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0214,B10360050468,Em Uso,0.0,E360BR,NEWPORT,,2026-05-29 00:00:00,2027-05-29
A000000219,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0885,E360A1111131,Em Uso,0.0,E360BR,NEWPORT,,2026-04-16 00:00:00,2027-04-16
A000000220,0001,2010-05-01,VENTILADOR PULMONAR,VP0683,0708VN033,Em Uso,0.0,E360BR_AT,NEWPORT,,2026-05-28 00:00:00,2027-05-28
A000000221,0001,2010-05-01,VENTILADOR PULMONAR,VP0219,B10360050451,Em Uso,0.0,E360BR_AT,NEWPORT,,2025-09-09 00:00:00,2026-09-09
A000000222,0001,2010-05-01,VENTILADOR PULMONAR,VP0216,B10360050465,Em Uso,0.0,E360BR_AT,NEWPORT,,2025-09-03 00:00:00,2026-09-03
A000000223,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0426,B10360616377,Em Uso,0.0,E360BR,NEWPORT,,2026-05-12 00:00:00,2027-05-12
A000000225,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0456,B10360616425,Em Uso,0.0,E360BR,NEWPORT,,2025-09-02 00:00:00,2026-09-02
A000000226,0001,2010-05-01,VENTILADOR PULMONAR,VP0685,N10360916855,Em Uso,0.0,E360BR_AT,NEWPORT,,2025-09-29 00:00:00,2026-09-29
A000000227,0001,2010-05-01,VENTILADOR PULMONAR,VP1378,N10361217491,Em Uso,0.0,E360BR_AT,NEWPORT,,2025-06-03 00:00:00,2026-06-03
A000000228,0001,2010-05-01,VENTILADOR PULMONAR,VP0913,N10361217499,Em Uso,0.0,E360BR_AT,NEWPORT,,2026-03-11 00:00:00,2027-03-11
A000000229,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0222,B10360050449,Em Uso,0.0,E360BR,NEWPORT,,2025-05-22 00:00:00,2026-05-22
A000000230,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1038,E360TA0513063,Em Uso,0.0,E360BR,NEWPORT,,,
A000000231,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1028,E360TA0513104,Em Uso,0.0,E360BR,NEWPORT,,2024-09-30 00:00:00,2025-09-30
A000000232,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1043,E360TA1112140,Em Uso,0.0,E360BR,NEWPORT,,2024-12-06 00:00:00,2025-12-06
A000000233,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1058,E360TA1113116,Em Uso,0.0,E360BR,NEWPORT,,2025-06-27 00:00:00,2026-06-27
A000000234,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1051,E360TA1213049,Em Uso,0.0,E360BR,NEWPORT,,2024-12-06 00:00:00,2025-12-06
A000000235,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1057,E360TA1213064,Em Uso,0.0,E360BR,NEWPORT,,2025-12-05 00:00:00,2026-12-05
A000000236,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1112,GRE360TA0614017,Em Uso,0.0,E360BR,NEWPORT,,2026-04-10 00:00:00,2027-04-10
A000000237,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1114,GRE360TA0614021,Em Uso,0.0,E360BR,NEWPORT,,2026-06-24 00:00:00,2027-06-24
A000000238,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1118,GRE360TA0614064,Em Uso,0.0,E360BR,NEWPORT,,2022-11-01 00:00:00,2023-11-01
A000000239,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0300,N08360050108,Em Uso,0.0,E360BR,NEWPORT,,2026-05-13 00:00:00,2027-05-13
A000000240,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1033,N08360508003,Em Uso,0.0,E360BR,NEWPORT,,2026-03-13 00:00:00,2027-03-13
A000000241,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0770,N10361217526,Em Uso,0.0,E360BR,NEWPORT,,2025-09-09 00:00:00,2026-09-09
A000000242,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0930,N12360520582,Em Uso,0.0,E360BR,NEWPORT,,2025-09-05 00:00:00,2026-09-05
A000000243,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0939,N12360520618,Em Uso,0.0,E360BR,NEWPORT,,2026-03-18 00:00:00,2027-03-18
A000000244,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0931,N12360520620,Em Uso,0.0,E360BR,NEWPORT,,2025-03-26 00:00:00,2026-03-26
A000000245,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0830,0708VN016,Em Uso,0.0,E360BR,NEWPORT,,2026-05-12 00:00:00,2027-05-12
A000000246,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1108,B09360040278,Em Uso,0.0,E360BR,NEWPORT,,2022-11-01 00:00:00,2023-11-01
A000000247,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0722,B09360040280,Em Uso,0.0,E360BR,NEWPORT,,2019-12-05 00:00:00,2020-12-04
A000000248,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0120,B09360040307,Em Uso,0.0,E360BR,NEWPORT,,2025-05-13 00:00:00,2026-05-13
A000000249,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0227,B10360050463,Em Uso,0.0,E360BR,NEWPORT,,2025-10-01 00:00:00,2026-10-01
A000000250,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0228,B10360050470,Em Uso,0.0,E360BR,NEWPORT,,2025-03-17 00:00:00,2026-03-17
A000000251,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0454,B10360616423,Em Uso,0.0,E360BR,NEWPORT,,2025-06-02 00:00:00,2026-06-02
A000000252,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0473,B10360616445,Em Uso,0.0,E360BR,NEWPORT,,2025-01-30 00:00:00,2026-01-30
A000000253,0001,2010-05-01,INCUB 1186 MOD C/CUPULA 2 ACESSOS CL6 148 CL6151,IN0116,CL6150,Em Uso,0.0,093004700,FANEM,,2025-09-29 00:00:00,2026-09-29
A000000254,0001,2010-05-01,INCUB 1186 MOD C/CUPULA 2 ACESSOS CL6 148 CL6151,IN0130,CL6160,Em Uso,0.0,093004700,FANEM,,2026-05-21 00:00:00,2027-05-21
A000000255,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1113,GRE360TA0614024,Em Uso,0.0,E360BR,NEWPORT,,2025-12-05 00:00:00,2026-12-15
A000000256,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0616,N05361110107,Em Uso,0.0,E360BR,NEWPORT,,2026-04-09 00:00:00,2027-04-09
A000000257,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1083,N08360913069,Em Uso,0.0,E360BR,NEWPORT,,2025-05-13 00:00:00,2026-05-13
A000000258,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0882,E360A1111115,Em Uso,0.0,E360BR,NEWPORT,,2026-02-20 00:00:00,2027-02-20
A000000259,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0991,E360TA0113020,Em Uso,0.0,E360BR,NEWPORT,,2025-10-06 00:00:00,2026-10-06
A000000260,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0202,0712VN093,Em Uso,0.0,E360BR,NEWPORT,,2026-05-12 00:00:00,2027-05-12
A000000261,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0883,E360A1111112,Em Uso,0.0,E360BR,NEWPORT,,2026-02-24 00:00:00,2027-02-24
A000000262,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1155,E360TA1013017,Em Uso,0.0,E360BR,NEWPORT,,2024-12-06 00:00:00,2025-12-06
A000000263,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1041,E360TA1112134,Em Uso,0.0,E360BR,NEWPORT,,2024-12-06 00:00:00,2025-12-06
A000000264,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0969,E360TA1212070,Em Uso,0.0,E360BR,NEWPORT,,2025-01-09 00:00:00,2026-01-09
A000000265,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1055,E360TA1213056,Em Uso,0.0,E360BR,NEWPORT,,2025-01-10 00:00:00,2026-01-10
A000000266,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0920,N12360520606,Em Uso,0.0,E360BR,NEWPORT,,2025-06-12 00:00:00,2026-06-12
A000000267,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0921,N12360520615,Em Uso,0.0,E360BR,NEWPORT,,2025-10-27 00:00:00,2026-10-27
A000000268,0001,2010-05-01,"CARRINHO DE EMERGENCIA 98,0X57,0X52,0MM.",CR0030,00001,Em Uso,0.0,LT 3390,LANCO,,2050-01-01 00:00:00,2051-01-01
A000000269,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0821,0708VN053,Em Uso,0.0,E360BR,NEWPORT,,2025-09-03 00:00:00,2026-09-03
A000000270,0001,2010-05-01,"CARRINHO DE EMERGENCIA 98,0X57,0X52,0MM.",CR0032,111514,Em Uso,0.0,LT 3390,LANCO,,2050-01-01 00:00:00,2051-01-01
A000000271,0001,2010-05-01,"CARRINHO DE EMERGENCIA 98,0X57,0X52,0MM.",CR0033,125628,Em Uso,0.0,LT 3390,LANCO,,2050-01-01 00:00:00,2051-01-01
A000000272,0001,2010-05-01,"CARRINHO DE EMERGENCIA 98,0X57,0X52,0MM.",CR0034,125630,Em Uso,0.0,LT 3390,LANCO,,2050-01-01 00:00:00,2051-01-01
A000000273,0001,2010-05-01,"CARRINHO DE EMERGENCIA 98,0X57,0X52,0MM.",CR0035,126258,Em Uso,0.0,LT 3390,LANCO,,2050-01-01 00:00:00,2050-01-01
A000000274,0001,2010-05-01,"CARRINHO DE EMERGENCIA 98,0X57,0X52,0MM.",CR0036,98247,Em Uso,0.0,LT 3390,LANCO,,2050-01-01 00:00:00,2051-01-01
A000000275,0001,2010-05-01,"CARRINHO DE EMERGENCIA 98,0X57,0X52,0MM.",CR0037,98248,Em Uso,0.0,LT 3390,LANCO,,2050-01-01 00:00:00,2050-01-01
A000000276,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1025,E360TA0513099,Em Uso,0.0,E360BR,NEWPORT,,2024-12-09 00:00:00,2025-12-09
A000000277,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0696,N08360508034,Em Uso,0.0,E360BR,NEWPORT,,2026-03-03 00:00:00,2027-03-03
A000000278,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0964,0601VN004,Em Uso,0.0,E360BR,NEWPORT,,2022-03-09 00:00:00,2023-03-09
A000000279,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0862,B09360090376,Em Uso,0.0,E360BR,NEWPORT,,2025-04-09 00:00:00,2026-04-09
A000000280,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0433,B10360616395,Em Uso,0.0,E360BR,NEWPORT,,2025-09-05 00:00:00,2026-09-05
A000000281,0001,2010-05-01,INCUBADORA NEONATAL 1186,IN0003,CL1913,Em Uso,0.0,C1186A,FANEM,,2025-07-23 00:00:00,2026-07-23
A000000282,0001,2010-05-01,INCUBADORA NEONATAL 1186,IN0014,CL1917,Em Uso,0.0,C1186A,FANEM,,2025-07-31 00:00:00,2026-07-31
A000000283,0001,2010-05-01,INCUBADORA NEONATAL 1186,IN0012,CL1924,Em Uso,0.0,C1186A,FANEM,,2026-04-09 00:00:00,2027-04-09
A000000284,0001,2010-05-01,INCUBADORA NEONATAL 1186,IN0019,CL1932,Em Uso,0.0,C1186A,FANEM,,2026-02-24 00:00:00,2027-02-24
A000000286,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0450,B10360616419,Em Uso,0.0,E360BR,NEWPORT,,2024-12-10 00:00:00,2025-12-10
A000000287,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1027,E360TA0513101,Em Uso,0.0,E360BR,NEWPORT,,2024-09-04 00:00:00,2025-09-04
A000000288,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0732,N08360913072,Em Uso,0.0,E360BR,NEWPORT,,2024-10-01 00:00:00,2025-10-01
A000000289,0001,2010-05-01,VENTILADOR PULMONAR,VP0816,N10361217592,Em Uso,0.0,E360BR_AT,NEWPORT,,2025-05-15 00:00:00,2026-05-15
A000000290,0001,2010-05-01,VENTILADOR PULMONAR,VP0097,GDU05070310,Em Uso,0.0,E500,NEWPORT,,2021-01-20 00:00:00,2022-01-20
A000000291,0001,2010-05-01,VENTILADOR PULMONAR,VP0211,GDU05090436,Em Uso,0.0,E500,NEWPORT,,,
A000000292,0001,2010-05-01,BISTURI ELETRICO MINICOMP,BE0014,0113140,Em Uso,0.0,KAIROS M-X,MINICOMP,,2025-01-17 00:00:00,2026-01-17
A000000293,0001,2010-05-01,BISTURI ELETRICO MINICOMP,BE0016,2124740,Em Uso,0.0,KAIROS M-X,MINICOMP,,2025-01-16 00:00:00,2026-01-16
A000000294,0001,2010-05-01,BISTURI ELETRICO MINICOMP,BE0009,8101340,Em Uso,0.0,KAIROS M-X,MINICOMP,,2026-01-23 00:00:00,2027-01-23
A000000295,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0225,B10360050473,Em Uso,0.0,E360BR,NEWPORT,,2025-09-09 00:00:00,2026-09-09
A000000297,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0431,B10360616393,Em Uso,0.0,E360BR,NEWPORT,,2025-09-05 00:00:00,2026-09-05
A000000298,0001,2010-05-01,INCUBADORA NEONATAL 1186 127V FANEM,IN0093,CL4087,Em Uso,0.0,A1186A,FANEM,,2025-09-16 00:00:00,2026-09-16
A000000299,0001,2010-05-01,INCUBADORA NEONATAL 1186 127V FANEM,IN0081,CL4096,Em Uso,0.0,A1186A,FANEM,,2025-11-13 00:00:00,2026-11-13
A000000300,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0106,0708VN009,Em Uso,0.0,E360BR,NEWPORT,,2023-02-08 00:00:00,2024-02-08
A000000301,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0406,B10360616357,Em Uso,0.0,E360BR,NEWPORT,,2021-11-26 00:00:00,2022-11-26
A000000302,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0408,B10360616359,Em Uso,0.0,E360BR,NEWPORT,,2026-05-29 00:00:00,2027-05-29
A000000303,0001,2010-05-01,VENTILADOR PULMONAR,VP0430,B10360616392,Em Uso,0.0,E360BR_AT,NEWPORT,,2025-02-25 00:00:00,2026-02-25
A000000304,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0461,B10360616430,Em Uso,0.0,E360BR,NEWPORT,,2025-03-24 00:00:00,2026-03-24
A000000305,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0827,B09360070356,Em Uso,0.0,E360BR,NEWPORT,,2022-08-18 00:00:00,2023-08-18
A000000306,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0329,B10360050457,Em Uso,0.0,E360BR,NEWPORT,,2026-04-10 00:00:00,2027-04-10
A000000307,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0436,B10360616398,Em Uso,0.0,E360BR,NEWPORT,,2022-01-07 00:00:00,2023-01-07
A000000308,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0442,B10360616407,Em Uso,0.0,E360BR,NEWPORT,,2025-06-13 00:00:00,2026-06-13
A000000310,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0895,E360A1111134,Em Uso,0.0,E360BR,NEWPORT,,2023-03-18 00:00:00,2024-03-17
A000000311,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1152,E360TA0913078,Em Uso,0.0,E360BR,NEWPORT,,2025-04-30 00:00:00,2026-04-30
A000000312,0001,2010-05-01,VENTILADOR PULMONAR,VP0341,GDU06050303,Em Uso,0.0,E500,NEWPORT,,,
A000000313,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1147,GRE360TA0614074,Em Uso,0.0,E360BR,NEWPORT,,2022-08-10 00:00:00,2023-08-10
A000000314,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1012,N08360050109,Em Uso,0.0,E360BR,NEWPORT,,2026-03-19 00:00:00,2027-03-19
A000000315,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0650,N08360508017,Em Uso,0.0,E360BR,NEWPORT,,2024-11-18 00:00:00,2025-11-18
A000000316,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0318,0708VN035,Em Uso,0.0,E360BR,NEWPORT,,2025-07-23 00:00:00,2026-07-23
A000000317,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP1385,0708VN037,Em Uso,0.0,E360BR,NEWPORT,,2025-09-10 00:00:00,2026-09-10
A000000318,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0761,0708VN049,Em Uso,0.0,E360BR,NEWPORT,,2025-06-11 00:00:00,2026-06-11
A000000319,0001,2010-05-01,ASPIRADOR VARIO AC/DC 18LPM,AC0006,1259795,Em Uso,0.0,026.5120,MEDELA,,2026-01-30 00:00:00,2027-01-30
A000000320,0001,2010-05-01,CARRINHO DE EMERGENCIA LANCO C/ SUPORTE DE SORO,CR0038,126257,Em Uso,0.0,LT3370,LANCO,,2050-01-01 00:00:00,2051-01-01
A000000321,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0443,B10360616408,Em Uso,0.0,E360BR,NEWPORT,,2025-06-04 00:00:00,2026-06-04
A000000322,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0464,B10360616433,Em Uso,0.0,E360BR,NEWPORT,,2024-11-18 00:00:00,2025-11-18
A000000324,0001,2010-05-01,CARDIOVERSOR MINDRAY BIFASICO,CV0136,DG-06001014,Em Uso,0.0,BENEHEART-D6,MINDRAY,,2026-05-22 00:00:00,2027-05-22
A000000325,0001,2010-05-01,CARDIOVERSOR MINDRAY BIFASICO,CV0143,DG-06001021,Em Uso,0.0,BENEHEART-D6,MINDRAY,,2026-03-06 00:00:00,2027-03-06
A000000326,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0902,E360A1211125,Em Uso,0.0,E360BR,NEWPORT,,2023-10-02 00:00:00,2024-10-01
A000000327,0001,2010-05-01,VENTILADOR PULMONAR,VP0382,GDU05060283,Em Uso,0.0,E500,NEWPORT,,2024-02-20 00:00:00,2025-02-20
A000000329,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0734,N10360916879,Em Uso,0.0,E360BR,NEWPORT,,2025-09-03 00:00:00,2026-09-03
A000000330,0001,2010-05-01,VENTILADOR PULMONAR MOD E360BR,VP0799,N10361217482,Em Uso,0.0,E360BR,NEWPORT,,2026-01-21 00:00:00,2027-01-21
