cod_bem,item,data_aquisicao,descricao,patrimonio,num_serie,status,valor_aquisicao,cod_produto,marca,serie,dt_calibracao,dt_vencimento
A000001630,0002,2022-05-20,MONITOR 19 POL PARA SISTEMA DE VIDEOENDOSCOPIA,END0164,CL1911AA20230218,Em Uso,0.0,E190_AT1,AOHUA,,2025-06-11 00:00:00,2026-06-11
A000001631,0003,2022-05-20,PROCESSADORA DE IMAGEM VME-2300,END0230,MD020401,Em Uso,0.0,VME-2300_AT1,AOHUA,,2026-02-12 00:00:00,2027-02-12
A000001632,0001,2022-05-23,FONTE DE LUZ XENON PARA SISTEMA DE VIDEOENDOSCOPIA,END0156,MD230176,Em Uso,0.0,AQL-100_AT1,AOHUA,,2025-06-10 00:00:00,2026-06-10
A000001633,0001,2022-06-08,VIDEOGASTROSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0237,VGT504404,Em Uso,0.0,VME-98S_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001634,0003,2022-06-10,VIDEO GASTROSCOPIO - VME-2300,END0121,VGT500899,Em Uso,0.0,VME-98_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001635,0001,2022-06-10,GASTROSCOPIO  VME-98 PARA VME-2300,END0242,VGT500900,Em Uso,0.0,VME-98_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001636,0002,2022-06-10,GASTROSCOPIO  VME-98 PARA VME-2300,END0243,VGT500904,Em Uso,0.0,VME-98_AT1,AOHUA,,2025-01-23 00:00:00,2050-01-23
A000001637,0001,2022-06-13,RESSUSCITADOR INFANTIL BABYPUFF 1020 FANEM,RB0009,YAL042812,Em Uso,0.0,020.007.600,FANEM,,2026-02-27 00:00:00,2027-02-27
A000001638,0002,2022-06-13,RESSUSCITADOR INFANTIL BABYPUFF 1020 FANEM,RB0014,YAL042817,Em Uso,0.0,020.007.600,FANEM,,2026-02-06 00:00:00,2027-02-06
A000001639,0001,2022-06-15,VIDEO COLONOSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0091,VCL504318,Em Uso,0.0,VME-1650S_AT,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001641,0003,2022-06-15,VIDEOGASTROSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0257,VGT504327,Em Uso,0.0,VME-98S_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001642,0001,2022-06-15,BOMBA DE SERINGA LF INJECTV3-LFS,BI0529,LFS0100324,Em Uso,0.0,INJECTV3,LIFEMED,,2023-04-11 00:00:00,2024-04-10
A000001643,0002,2022-06-15,BOMBA DE SERINGA LF INJECTV3-LFS,BI0615,LFS14110082,Em Uso,0.0,INJECTV3,LIFEMED,,2023-04-11 00:00:00,2024-04-10
A000001644,0005,2022-06-23,PROCESSADORA DE IMAGEM VME-2300,END0104,MD020402,Em Uso,0.0,VME-2300_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001645,0004,2022-06-23,PROCESSADORA DE IMAGEM SISTEMA DE VIDEOENDOSCOPIA,END0123,MD110852,Em Uso,0.0,AQ-100_AT,AOHUA,,2026-03-31 00:00:00,2027-03-31
A000001646,0003,2022-06-23,FONTE DE LUZ XENON PARA SISTEMA DE VIDEOENDOSCOPIA,END0128,MD230258,Em Uso,0.0,AQL-100_AT,AOHUA,,2025-06-06 00:00:00,2026-06-06
A000001647,0001,2022-06-23,COLONOSCOPIO  VME-1650 PARA  VME-2300,END0276,VCL501408,Em Uso,0.0,VME-1650_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001648,0002,2022-06-23,COLONOSCOPIO  VME-1650 PARA  VME-2300,END0102,VCL501535,Em Uso,0.0,VME-1650_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001649,0001,2022-07-06,HOSPIVAC 350 127V PEDAL DESV 1 JARRA AUTCLAV 5L,AC0150,30127,Em Uso,0.0,RE 410356/53_AT,CAMI,,2025-01-24 00:00:00,2026-01-24
A000001650,0001,2022-07-21,ASPIRADOR VARIO MEDELA,AC0023,1424299,Em Uso,0.0,VARIO,MEDELA,,2025-01-07 00:00:00,2026-01-07
A000001651,0002,2022-07-21,ASPIRADOR VARIO MEDELA,AC0022,1424301,Em Uso,0.0,VARIO,MEDELA,,2026-01-14 00:00:00,2027-01-14
A000001652,0003,2022-07-21,ASPIRADOR VARIO MEDELA,AC0026,1424303,Em Uso,0.0,VARIO,MEDELA,,2026-01-14 00:00:00,2027-01-14
A000001653,0004,2022-07-21,ASPIRADOR VARIO MEDELA,AC0025,1424308,Em Uso,0.0,VARIO,MEDELA,,2026-01-14 00:00:00,2027-01-14
A000001654,0005,2022-07-21,ASPIRADOR VARIO MEDELA,AC0024,1424309,Em Uso,0.0,VARIO,MEDELA,,2026-01-14 00:00:00,2027-01-14
A000001655,0006,2022-07-21,CARDIOVERSOR BENEHEART D6 PNI CO2 SIDESTREAM,CV0372,DZ-89002100,Em Uso,0.0,0651B-CTO-S01,MINDRAY,,2026-04-13 00:00:00,2027-04-13
A000001656,0007,2022-07-21,CARDIOVERSOR BENEHEART D6 PNI CO2 SIDESTREAM,CV0369,DZ-89002101,Em Uso,0.0,0651B-CTO-S01,MINDRAY,,2026-01-14 00:00:00,2027-01-14
A000001657,0008,2022-07-21,CARDIOVERSOR BENEHEART D6 PNI CO2 SIDESTREAM,CV0367,DZ-89002102,Em Uso,0.0,0651B-CTO-S01,MINDRAY,,2025-12-30 00:00:00,2026-12-30
A000001658,0009,2022-07-21,CARDIOVERSOR BENEHEART D6 PNI CO2 SIDESTREAM,CV0370,DZ-89002104,Em Uso,0.0,0651B-CTO-S01,MINDRAY,,2025-08-30 00:00:00,2026-08-30
A000001659,0010,2022-07-21,CARDIOVERSOR BENEHEART D6 PNI CO2 SIDESTREAM,CV0371,DZ-89002105,Em Uso,0.0,0651B-CTO-S01,MINDRAY,,2026-01-14 00:00:00,2027-01-14
A000001660,0015,2022-07-21,VENTILADOR NEWPORT HT70 C/MONITOR INTERNO.,VP1006,N13HT700514946,Em Uso,0.0,HT70,NEWPORT,,2026-01-14 00:00:00,2027-01-14
A000001661,0013,2022-07-21,VENTILADOR NEWPORT HT70 C/MONITOR INTERNO,VP1091,N13HT721112868,Em Uso,0.0,HT70PM-PT-BR,NEWPORT,,2026-04-10 00:00:00,2027-04-10
A000001662,0014,2022-07-21,VENTILADOR NEWPORT HT70 C/MONITOR INTERNO,VP1015,N13HT721112885,Em Uso,0.0,HT70PM-PT-BR,NEWPORT,,2024-06-03 00:00:00,2025-06-03
A000001663,0016,2022-07-21,VENTILADOR NEWPORT HT70 C/MONITOR INTERNO.,VP1143,N14HT700615662,Em Uso,0.0,HT70,NEWPORT,,2020-11-05 00:00:00,2021-11-05
A000001664,0001,2022-07-21,BILEVEL ST SERIE 7,OXT1182,CP701618300,Em Uso,0.0,ST730W_AT1,HYPNUS,,2025-09-15 00:00:00,2026-09-15
A000001665,0002,2022-07-21,BILEVEL ST SERIE 8,OXT2178,CP804303151,Em Uso,0.0,ST830W_AT,HYPNUS,,2025-05-29 00:00:00,2026-05-29
A000001666,0001,2022-07-25,BILEVEL ESPONTANEO SERIE 7,OXT2108,CP721602023,Em Uso,0.0,BA725W_AT,HYPNUS,,2025-07-18 00:00:00,2026-07-18
A000001667,0002,2022-07-25,BILEVEL ESPONTANEO SERIE 7,OXT2109,CP721602026,Em Uso,0.0,BA725W_AT,HYPNUS,,2022-07-25 00:00:00,2023-07-25
A000001668,0003,2022-07-25,BILEVEL ST SERIE 7,OXT2110,CP721603049,Em Uso,0.0,ST730W_AT2,HYPNUS,,2024-10-29 00:00:00,2025-10-29
A000001669,0001,2022-07-29,VIDEO COLONOSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0300,VCL504286,Em Uso,0.0,VME-1650S_AT,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001670,0001,2022-08-01,"CONCENTRADOR DE OXIGENIO DEVILBISS 5L 115V, 60HZ,-",VP1170,N095601DS,Em Uso,0.0,525DS-BR,DEVILBISS,,2026-03-02 00:00:00,2027-03-02
A000001671,0002,2022-08-01,"CONCENTRADOR DE OXIGENIO DEVILBISS 5L 115V, 60HZ,-",VP1169,N095607DS,Em Uso,0.0,525DS-BR,DEVILBISS,,2026-03-02 00:00:00,2027-03-02
A000001672,0003,2022-08-01,"CONCENTRADOR DE OXIGENIO DEVILBISS 5L 115V, 60HZ,-",VP1386,N095635DS,Em Uso,0.0,525DS-BR,DEVILBISS,,2026-03-02 00:00:00,2027-03-02
A000001674,0002,2022-08-01,CPAP AUTOMATICO SERIE 7,OXT2192,CP721601088,Em Uso,0.0,CA720W_AT3,HYPNUS,,2024-02-02 00:00:00,2025-02-01
A000001676,0004,2022-08-01,CPAP AUTOMATICO SERIE 7,OXT2183,CP721601098,Em Uso,0.0,CA720W_AT3,HYPNUS,,2024-06-25 00:00:00,2025-06-25
A000001678,0006,2022-08-01,CPAP AUTOMATICO SERIE 7,OXT2191,CP721601100,Em Uso,0.0,CA720W_AT3,HYPNUS,,2022-07-28 00:00:00,2023-07-28
A000001681,0009,2022-08-01,CPAP AUTOMATICO SERIE 7,OXT2186,CP721601212,Em Uso,0.0,CA720W_AT3,HYPNUS,,2025-04-30 00:00:00,2026-04-30
A000001683,0001,2022-08-02,"MONITOR 19"" PARA SISTEMA DE VIDEOENDOSCOPIA",END0046,CL1911AA18010033,Em Uso,0.0,E190_AT,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001684,0001,2022-08-03,CPAP AUTOMATICO SERIE 7,OXT3008,CP701329128,Em Uso,0.0,CA720W_AT3,HYPNUS,,2022-10-18 00:00:00,2023-10-18
A000001685,0002,2022-08-03,CPAP AUTOMATICO SERIE 7,OXT3006,CP701329212,Em Uso,0.0,CA720W_AT3,HYPNUS,,2025-06-11 00:00:00,2026-06-11
A000001686,0003,2022-08-03,CPAP AUTOMATICO SERIE 7,OXT3007,CP701345008,Em Uso,0.0,CA720W_AT3,HYPNUS,,2023-08-12 00:00:00,2024-08-11
A000001687,0004,2022-08-03,CPAP AUTOMATICO SERIE 7,OXT3001,CP721601033,Em Uso,0.0,CA720W_AT3,HYPNUS,,2025-02-26 00:00:00,2026-02-26
A000001688,0005,2022-08-03,CPAP AUTOMATICO SERIE 7,OXT3000,CP721601034,Em Uso,0.0,CA720W_AT3,HYPNUS,,2025-05-26 00:00:00,2026-05-26
A000001689,0006,2022-08-03,CPAP AUTOMATICO SERIE 7,OXT3002,CP721601035,Em Uso,0.0,CA720W_AT3,HYPNUS,,2022-08-03 00:00:00,2023-08-03
A000001690,0007,2022-08-03,CPAP AUTOMATICO SERIE 7,OXT3005,CP721601036,Em Uso,0.0,CA720W_AT3,HYPNUS,,2024-12-26 00:00:00,2025-12-26
A000001691,0008,2022-08-03,CPAP AUTOMATICO SERIE 7,OXT3004,CP721601110,Em Uso,0.0,CA720W_AT3,HYPNUS,,2025-04-07 00:00:00,2026-04-07
A000001692,0009,2022-08-03,CPAP AUTOMATICO SERIE 7,OXT3003,CP721601112,Em Uso,0.0,CA720W_AT3,HYPNUS,,2024-09-04 00:00:00,2025-09-04
A000001693,0002,2022-08-05,MONITOR 19 POL PARA SISTEMA DE VIDEOENDOSCOPIA,END0136,CL1911AA20230224,Em Uso,0.0,E190_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001694,0003,2022-08-05,PROCESSADORA DE IMAGEM HD,END0126,MD110873,Em Uso,0.0,AQ-100_AT,AOHUA,,2024-04-09 00:00:00,2025-04-09
A000001695,0001,2022-08-05,FONTE DE LUZ XENON PARA SISTEMA DE VIDEOENDOSCOPIA,END0268,MD230274,Em Uso,0.0,AQL-100_AT,AOHUA,,2025-01-17 00:00:00,2026-01-17
A000001698,0007,2022-08-05,VIDEO COLONOSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0093,VCL504333,Em Uso,0.0,VME-1650S_AT,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001699,0008,2022-08-05,VIDEO COLONOSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0142,VCL504334,Em Uso,0.0,VME-1650S_AT,AOHUA,,2025-05-06 00:00:00,2050-05-06
A000001700,0004,2022-08-05,VIDEO COLONOSCOPIO HD - AQ-100,END0270,VCL504349,Em Uso,0.0,VME-1650S_AT,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001701,0009,2022-08-05,VIDEO COLONOSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0148,VCL504385,Em Uso,0.0,VME-1650S_AT,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001702,0010,2022-08-05,VIDEOGASTROSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0108,VGT504206,Em Uso,0.0,VME-98S_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001703,0011,2022-08-05,VIDEOGASTROSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0110,VGT504326,Em Uso,0.0,VME-98S_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001705,0013,2022-08-05,VIDEOGASTROSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0139,VGT504353,Em Uso,0.0,VME-98S_AT,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001706,0014,2022-08-05,VIDEOGASTROSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0255,VGT504354,Em Uso,0.0,VME-98S_AT1,AOHUA,,2025-03-17 00:00:00,2050-03-17
A000001707,0015,2022-08-05,VIDEOGASTROSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0285,VGT504601,Em Uso,0.0,VME-98S_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001708,0001,2022-08-05,PROCESSADORA DE IMAGEM SISTEMA DE VIDEOENDOSCOPIA,END0127,MD110472,Em Uso,0.0,AQ-100_AT1,AOHUA,,2026-02-25 00:00:00,2027-02-25
A000001709,0001,2022-08-09,BERCO AQUECIDO AMPLA 2085 110V MONITOR MONOCOLOR,BA0021,YAL042970,Em Uso,0.0,104099700,FANEM,,2025-07-18 00:00:00,2026-07-18
A000001711,0005,2022-08-09,MONITOR 19 POL PARA SISTEMA DE VIDEOENDOSCOPIA,END0297,CL1911AA18160131,Em Uso,0.0,E190_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001712,0006,2022-08-09,MONITOR 19 POL PARA SISTEMA DE VIDEOENDOSCOPIA,END0298,CL1911AA19240037,Em Uso,0.0,E190_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001713,0008,2022-08-09,PROCESSADORA DE IMAGEM SISTEMA DE VIDEOENDOSCOPIA,END0292,MD110856,Em Uso,0.0,AQ-100_AT,AOHUA,,2024-11-11 00:00:00,2025-11-11
A000001714,0007,2022-08-09,PROCESSADORA DE IMAGEM HD,END0125,MD110868,Em Uso,0.0,AQ-100_AT,AOHUA,,2025-08-19 00:00:00,2026-08-19
A000001715,0009,2022-08-09,PROCESSADORA DE IMAGEM SISTEMA DE VIDEOENDOSCOPIA,END0267,MD110869,Em Uso,0.0,AQ-100_AT,AOHUA,,2026-04-01 00:00:00,2027-04-01
A000001716,0001,2022-08-09,FONTE DE LUZ XENON,END0129,MD230265,Em Uso,0.0,AQL-100_AT,AOHUA,,2024-04-09 00:00:00,2025-04-09
A000001717,0003,2022-08-09,FONTE DE LUZ XENON PARA SISTEMA DE VIDEOENDOSCOPIA,END0137,MD230268,Em Uso,0.0,AQL-100_AT,AOHUA,,2024-10-02 00:00:00,2025-10-02
A000001718,0002,2022-08-09,FONTE DE LUZ XENON,END0131,MD230282,Em Uso,0.0,AQL-100_AT,AOHUA,,2026-03-20 00:00:00,2027-03-20
A000001720,0001,2022-08-15,ANESTESIA PENLON PRIMA 450 ABSORVERSOR AQUEC FL O2,AN0045,4500318-0008,Em Uso,0.0,PR5BZDUB5ESMTHD,PENLON,,2025-01-14 00:00:00,2026-01-14
A000001721,0001,2022-08-15,ELETROCARDIOGRAFO COMEN 12 CANAIS MODE LO CM1200A,EL0119,91140713038,Em Uso,0.0,0109A-PB00001,COMEN,,2025-02-12 00:00:00,2026-02-12
A000001722,0001,2022-08-16,MONITOR MULTIP TELA 12.1 ECG SPO2 MINDRAY PI,MI0191,EV-3B007787,Em Uso,0.0,6914_AT,MINDRAY,,2026-03-04 00:00:00,2027-03-04
A000001723,0002,2022-08-16,MONITOR MULTIP TELA 12.1 ECG SPO2 MINDRAY PI,MI0202,EV-3B007824,Em Uso,0.0,6914_TC,MINDRAY,,2026-05-06 00:00:00,2027-05-06
A000001724,0003,2022-08-16,MONITOR MULTIP TELA 12.1 ECG SPO2 MINDRAY PI,MI0303,EV-3B008453,Em Uso,0.0,6914_AT,MINDRAY,,2026-01-28 00:00:00,2027-01-28
A000001725,0001,2022-08-23,HOSPIVAC 350 127V PEDAL DESV 1 JARRA AUTCLAV 5L,AC0116,30131,Em Uso,0.0,RE 410356/53_AT,CAMI,,2025-09-30 00:00:00,2026-09-30
A000001726,0001,2022-08-23,BERCO AQUECIDO AMPLA 2085 110V MONITOR LED,BA0046,YAL042984,Em Uso,0.0,004099700,FANEM,,2026-04-13 00:00:00,2027-04-13
A000001727,0005,2022-08-24,CPAP AUTOMATICO SERIE 7,OXT3013,CP701345004,Em Uso,0.0,CA720W_AT3,HYPNUS,,2022-08-15 00:00:00,2023-08-15
A000001728,0006,2022-08-24,CPAP AUTOMATICO SERIE 7,OXT3012,CP701345112,Em Uso,0.0,CA720W_AT3,HYPNUS,,2025-08-12 00:00:00,2026-08-12
A000001729,0007,2022-08-24,CPAP AUTOMATICO SERIE 7,OXT3015,CP720201002,Em Uso,0.0,CA720W_AT3,HYPNUS,,2026-06-15 00:00:00,2027-06-15
A000001730,0008,2022-08-24,CPAP AUTOMATICO SERIE 7,OXT3017,CP720201049,Em Uso,0.0,CA720W_AT3,HYPNUS,,2025-07-02 00:00:00,2026-07-02
A000001731,0009,2022-08-24,CPAP AUTOMATICO SERIE 7,OXT3018,CP720201094,Em Uso,0.0,CA720W_AT3,HYPNUS,,2025-07-07 00:00:00,2026-07-07
A000001732,0010,2022-08-24,CPAP AUTOMATICO SERIE 7,OXT3016,CP720201095,Em Uso,0.0,CA720W_AT3,HYPNUS,,2026-06-12 00:00:00,2027-06-12
A000001733,0011,2022-08-24,CPAP AUTOMATICO SERIE 7,OXT3020,CP721601049,Em Uso,0.0,CA720W_AT3,HYPNUS,,2026-06-11 00:00:00,2027-06-11
A000001734,0012,2022-08-24,CPAP AUTOMATICO SERIE 7,OXT3011,CP721601050,Em Uso,0.0,CA720W_AT3,HYPNUS,,2024-07-31 00:00:00,2025-07-31
A000001735,0013,2022-08-24,CPAP AUTOMATICO SERIE 7,OXT3019,CP721601052,Em Uso,0.0,CA720W_AT3,HYPNUS,,2022-08-16 00:00:00,2023-08-16
A000001736,0001,2022-08-24,BILEVEL ESPONTANEO SERIE 7,OXT3021,CP721602030,Em Uso,0.0,BA725W_AT,HYPNUS,,2025-07-17 00:00:00,2026-07-17
A000001737,0002,2022-08-24,BILEVEL ESPONTANEO SERIE 7,OXT3022,CP721602032,Em Uso,0.0,BA725W_AT,HYPNUS,,2023-07-08 00:00:00,2024-07-07
A000001738,0003,2022-08-24,BILEVEL ST SERIE 7,OXT3023,CP721603007,Em Uso,0.0,ST730W_AT2,HYPNUS,,2025-09-15 00:00:00,2026-09-15
A000001739,0004,2022-08-24,BILEVEL ST SERIE 7,OXT3024,CP721603008,Em Uso,0.0,ST730W_AT2,HYPNUS,,2022-08-04 00:00:00,2023-08-04
A000001740,0001,2022-08-25,CARDIOVERSOR CARDIOMAX ECG DESF MP DEA PRINTER,CV0447,102016CM8992,Em Uso,0.0,10757,INSTRAMED,,2026-04-09 00:00:00,2027-04-09
A000001742,0003,2022-08-25,CARDIOVERSOR CARDIOMAX ECG DESF MP DEA PRINTER,CV0445,102016CM9012,Em Uso,0.0,10757,INSTRAMED,,2026-05-13 00:00:00,2027-05-13
A000001743,0004,2022-08-25,CARDIOVERSOR CARDIOMAX ECG DESF MP DEA PRINTER,CV0446,102016CM9019,Em Uso,0.0,10757,INSTRAMED,,2026-04-08 00:00:00,2027-04-08
A000001744,0005,2022-08-25,CARDIOVERSOR CARDIOMAX ECG DESF MP DEA PRINTER,CV0441,102016CM9036,Em Uso,0.0,10757,INSTRAMED,,2026-04-08 00:00:00,2027-04-08
A000001745,0006,2022-08-25,CARDIOVERSOR CARDIOMAX ECG DESF MP DEA PRINTER,CV0442,102016CM9039,Em Uso,0.0,10757,INSTRAMED,,2026-01-14 00:00:00,2027-01-14
A000001746,0001,2022-08-26,HOSPIVAC 350 127V PEDAL+ 1 JARRA AUTOCLAVAVEL 5L,AC0130,30133,Em Uso,0.0,RE 410356/52AT1,CAMI,,2026-05-14 00:00:00,2027-05-14
A000001747,0004,2022-08-30,"MONITOR 19"" PARA SISTEMA DE VIDEOENDOSCOPIA",END0295,CL1911AA18010027,Em Uso,0.0,E190_AT,AOHUA,,2024-10-11 00:00:00,2025-10-11
A000001748,0005,2022-08-30,"MONITOR 19"" PARA SISTEMA DE VIDEOENDOSCOPIA",END0253,CL1911AA18160117,Em Uso,0.0,E190_AT,AOHUA,,2024-10-17 00:00:00,2025-10-17
A000001749,0006,2022-08-30,"MONITOR 19"" PARA SISTEMA DE VIDEOENDOSCOPIA",END0258,CL1911AA18160126,Em Uso,0.0,E190_AT,AOHUA,,2025-03-27 00:00:00,2026-03-27
A000001750,0007,2022-08-30,PROCESSADORA DE IMAGEM SISTEMA DE VIDEOENDOSCOPIA,END0263,MD110246,Em Uso,0.0,AQ-100_AT1,AOHUA,,2025-11-24 00:00:00,2026-11-24
A000001751,0008,2022-08-30,PROCESSADORA DE IMAGEM SISTEMA DE VIDEOENDOSCOPIA,END0153,MD110813,Em Uso,0.0,AQ-100_AT1,AOHUA,,2024-10-15 00:00:00,2025-10-15
A000001752,0001,2022-08-30,FONTE DE LUZ XENON PARA SISTEMA DE VIDEOENDOSCOPIA,END0294,MD230060,Em Uso,0.0,AQL-100_AT1,AOHUA,,2025-02-07 00:00:00,2026-02-07
A000001753,0002,2022-08-30,FONTE DE LUZ XENON PARA SISTEMA DE VIDEOENDOSCOPIA,END0252,MD230066,Em Uso,0.0,AQL-100_AT1,AOHUA,,2024-01-01 00:00:00,2025-01-01
A000001754,0003,2022-08-30,FONTE DE LUZ XENON PARA SISTEMA DE VIDEOENDOSCOPIA,END0260,MD230230,Em Uso,0.0,AQL-100_AT1,AOHUA,,2025-07-22 00:00:00,2026-07-22
A000001755,0010,2022-08-30,VIDEO GASTROSCOPIO HD- AQ-100,END0105,VGT504205,Em Uso,0.0,VME-98S_AT,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001756,0001,2022-08-30,GRAVADOR DE HOLTER 300-8 DMS,HOL012,103CBC1F,Em Uso,0.0,HOLTER-103,DMS BRASIL,,,
A000001757,0002,2022-08-30,GRAVADOR DE HOLTER 300-8 DMS,HOL006,103CC907,Em Uso,0.0,HOLTER-103,DMS BRASIL,,2049-12-21 00:00:00,2050-12-21
A000001758,0003,2022-08-30,GRAVADOR DE HOLTER 300-8 DMS,HOL008,103CC909,Em Uso,0.0,HOLTER-103,DMS BRASIL,,2049-12-23 00:00:00,2050-12-23
A000001759,0004,2022-08-30,GRAVADOR DE HOLTER 300-8 DMS,HOL009,103CC90D,Em Uso,0.0,HOLTER-103,DMS BRASIL,,2049-12-24 00:00:00,2050-12-24
A000001760,0005,2022-08-30,GRAVADOR DE HOLTER 300-8 DMS,HOL010,103CC90E,Em Uso,0.0,HOLTER-103,DMS BRASIL,,2049-12-25 00:00:00,2050-12-25
A000001761,0002,2022-08-30,PRISMA VENT50 COM BATERIA WM120,OXT00299,34004701,Em Uso,0.0,WM30650-1110_AT,LOWENSTEIN MEDICAL,,2024-09-05 00:00:00,2025-09-05
A000001762,0001,2022-08-30,CARDIOVERSOR MINDRAY BIFASICO,CV0271,DG-0B002399,Em Uso,0.0,BENEHEART-D6,MINDRAY,,2026-03-31 00:00:00,2027-03-31
A000001763,0002,2022-08-31,VIDEOGASTROSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0283,VGT504324,Em Uso,0.0,VME-98S_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001764,0003,2022-08-31,VIDEOGASTROSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0254,VGT504331,Em Uso,0.0,VME-98S_AT1,AOHUA,,2024-09-27 00:00:00,2050-01-01
A000001765,0004,2022-08-31,VIDEOGASTROSCOPIO HD SISTEMA DE VIDEOENDOSCOPIA,END0256,VGT504352,Em Uso,0.0,VME-98S_AT1,AOHUA,,2050-01-01 00:00:00,2050-01-01
A000001767,0002,2022-08-31,PRISMA VENT50 COM BATERIA WM120,OXT00348,34005281,Em Uso,0.0,WM30650-1110_AT,LOWENSTEIN MEDICAL,,2025-08-25 00:00:00,2026-08-25
A000001768,0003,2022-08-31,PRISMA VENT50 COM BATERIA WM120,OXT00374,34005314,Em Uso,0.0,WM30650-1110_AT,LOWENSTEIN MEDICAL,,2025-05-26 00:00:00,2026-05-26
A000001769,0001,2022-09-05,ELETROCARDIOGRAFO CM300A COMEN,EL0229,30190923015,Em Uso,0.0,0120B-CTO-FJ_AT,COMEN,,2026-01-01 00:00:00,2027-01-01
A000001770,0002,2022-09-05,ELETROCARDIOGRAFO CM300A COMEN,EL0228,30190923050,Em Uso,0.0,0120B-CTO-FJ_AT,COMEN,,2025-04-07 00:00:00,2026-04-07
A000001771,0003,2022-09-05,ELETROCARDIOGRAFO CM300A COMEN,EL0275,30190923054,Em Uso,0.0,0120B-CTO-FJ_AT,COMEN,,2024-01-31 00:00:00,2025-01-30
A000001772,0004,2022-09-05,ELETROCARDIOGRAFO CM300A COMEN,EL0255,30190923073,Em Uso,0.0,0120B-CTO-FJ_AT,COMEN,,2026-12-14 00:00:00,2027-12-14
A000001773,0005,2022-09-05,ELETROCARDIOGRAFO CM300A COMEN,EL0265,30190923085,Em Uso,0.0,0120B-CTO-FJ_AT,COMEN,,2025-12-12 00:00:00,2026-12-12
A000001774,0006,2022-09-05,MONITOR MULTIP TELA 12.1 ECG SPO2 MINDRAY PI,MI0198,EV-3B007800,Em Uso,0.0,6914_AT,MINDRAY,,2025-04-29 00:00:00,2026-04-29
A000001775,0007,2022-09-05,MONITOR MULTIP TELA 12.1 ECG SPO2 MINDRAY PI,MI0215,EV-3B007858,Em Uso,0.0,6914_AT,MINDRAY,,2026-03-03 00:00:00,2027-03-03
A000001776,0008,2022-09-05,MONITOR MULTIP TELA 12.1 ECG SPO2 MINDRAY PI,MI0234,EV-3B008222,Em Uso,0.0,6914_AT,MINDRAY,,2025-01-20 00:00:00,2026-01-20
A000001777,0009,2022-09-05,MONITOR MULTIP TELA 12.1 ECG SPO2 MINDRAY PI,MI0269,EV-3B008356,Em Uso,0.0,6914_AT,MINDRAY,,2026-01-20 00:00:00,2027-01-20
A000001778,0010,2022-09-05,MONITOR MULTIP TELA 12.1 ECG SPO2 MINDRAY PI,MI0295,EV-3B008400,Em Uso,0.0,6914_AT,MINDRAY,,2024-08-30 00:00:00,2025-08-30
A000001779,0011,2022-09-05,MONITOR MULTIP TELA 12.1 ECG SPO2 MINDRAY PI,MI0312,EV-3B008465,Em Uso,0.0,6914_AT,MINDRAY,,2026-04-30 00:00:00,2027-04-30
A000001780,0012,2022-09-05,MONITOR MULTIP TELA 12.1 ECG SPO2 MINDRAY PI,MI0353,EV-3B008515,Em Uso,0.0,6914_AT,MINDRAY,,2026-05-05 00:00:00,2027-05-05
